#gene	sample1	sample2	sample3	sample4	sample5	sample6
HPCAL4	6119	4785	4935	7256	4426	5783
PPIE	7180	8640	2757	5235	11010	7170
BMP8B	374	267	145	287	409	230
OXCT2	6736	4509	5962	3389	8157	4640
TRIT1	2909	10519	4995	13386	12026	5907
MYCL	3646	6387	4284	2293	9866	4909
MFSD2A	790	2324	1440	1036	1612	2026
CAP1	4474	1674	1908	2416	7042	8997
PPT1	350	596	199	427	338	928
RLF	4473	5022	1899	4744	3586	6764
TMCO2	431	194	145	295	211	375
ZMPSTE24	5225	4600	3005	3994	7731	7178
COL9A2	207	141	148	316	161	211
SMAP2	4329	4113	3911	4452	4763	5822
ZFP69B	1959	1956	2694	881	1133	2794
ZFP69	1488	3593	1346	4756	1652	2170
EXO5	297	310	493	643	672	488
ZNF684	693	786	1131	575	554	916
RIMS3	1239	2402	1309	1933	1818	1283
NFYC	2542	4208	2795	4393	2532	2024
KCNQ4	501	419	415	652	658	1054
CITED4	5747	6082	6375	2442	9323	8404
CTPS1	2048	1187	2506	2252	2658	1544
SLFNL1	2526	3886	3691	5277	4256	8750
SCMH1	3588	3762	2239	1623	1918	1593
FOXO6	402	1077	542	1089	1113	710
EDN2	223	191	195	772	593	493
HIVEP3	3794	3061	3026	2668	3361	4044
GUCA2B	7720	8830	3371	5191	13024	11759
GUCA2A	12041	7991	13082	9692	10601	19060
FOXJ3	1258	1488	767	1664	2183	4153
RIMKLA	10775	18028	13900	32871	16177	21484
ZMYND12	1896	4522	3733	3162	2691	4354
PPCS	5594	4180	2544	3697	3245	4144
CCDC30	1768	644	821	765	550	985
PPIH	1667	5894	1737	4665	2960	3045
YBX1	2206	1895	2426	1888	2928	3813
CLDN19	9261	3994	4656	5000	4242	8350
P3H1	948	1092	991	1619	806	1131
C1orf50	369	908	705	1204	1674	777
RP5-994D16.12	958	769	584	499	538	987
RP5-994D16.11	1318	897	565	879	1467	657
SVBP	299	443	719	525	461	446
ERMAP	1460	2515	2589	3877	3473	1735
ZNF691	1613	827	683	2406	2016	1884
SLC2A1	385	362	743	350	476	232
FAM183A	4413	2247	2023	4232	1443	7651
EBNA1BP2	2893	5195	4602	5283	5450	3109
CFAP57	335	289	261	651	921	667
TMEM125	937	696	1512	1612	1454	2050
C1orf210	658	3063	2053	2786	2543	1335
TIE1	2111	1975	765	1082	1265	1161
MPL	500	811	641	1477	1251	624
CDC20	4679	3265	4769	10722	10300	4424
ELOVL1	16	32	18	43	47	18
MED8	588	533	482	941	957	820
SZT2	4941	6195	7724	8021	4752	5159
HYI	1175	580	1188	1923	2261	956
PTPRF	1448	3490	2389	3211	1915	2968
KDM4A	462	862	566	251	1657	2196
ST3GAL3	965	415	549	1250	735	1690
ARTN	1650	561	1054	402	999	770
IPO13	6266	32368	9741	16322	20639	8430
DPH2	47	30	59	51	99	45
ATP6V0B	459	638	1193	626	417	987
B4GALT2	1162	853	1593	1733	975	2259
CCDC24	1025	2458	503	851	1458	1644
SLC6A9	1511	1044	1284	1197	725	767
KLF17	3104	4439	5548	4501	4598	4545
KLF18	3002	6509	4830	7329	8653	7359
DMAP1	317	158	296	301	119	191
ERI3	511	851	756	1183	737	731
RNF220	4936	2477	3284	5892	5306	8124
TMEM53	1950	1490	1608	3607	2717	1274
C1orf228	5959	5877	2479	4140	10889	8264
KIF2C	7820	4740	16226	17139	15088	15205
RPS8	1324	1411	987	2476	1839	1266
BEST4	527	2181	3413	3299	1975	1242
PLK3	995	1983	1791	1136	838	2271
TCTEX1D4	2676	1463	3817	2377	4550	3781
BTBD19	1515	1726	1370	762	1812	1971
PTCH2	1262	1403	2018	1159	1979	1973
EIF2B3	7824	4755	4598	6558	6040	2549
HECTD3	721	1500	1424	3249	2143	1264
UROD	7516	3961	2935	3543	10611	6630
ZSWIM5	1515	851	1686	2207	1290	2686
HPDL	7879	3518	2598	2328	3770	7611
MUTYH	192	168	77	75	107	362
TOE1	113	67	85	181	90	138
TESK2	242	381	268	610	411	312
CCDC163P	765	497	983	1345	726	616
MMACHC	2077	4953	990	2307	3987	1591
PRDX1	1336	1634	1453	1744	2114	2492
AKR1A1	196	314	228	308	428	330
NASP	2321	3354	4400	4673	1619	3469
CCDC17	1296	1321	329	2961	662	1319
GPBP1L1	990	794	717	470	411	2773
TMEM69	1307	1018	1620	1227	1140	2984
IPP	1939	786	2573	3114	1591	1029
MAST2	3612	3973	4775	15624	10649	3879
PIK3R3	332	386	465	190	1111	619
TSPAN1	142	138	384	397	433	80
RP11-322N21.2	2912	1329	954	2409	3933	3695
POMGNT1	654	465	570	500	906	577
LURAP1	2573	5912	2603	6023	5875	5082
RAD54L	921	2559	3654	3345	2985	2293
LRRC41	2667	5845	4824	2821	3973	4497
UQCRH	4303	4075	6741	2283	4512	5831
NSUN4	512	653	576	187	285	414
FAAH	1257	1410	1560	1280	1596	1088
DMBX1	2274	1621	608	1904	763	1257
RP11-49P4.7	1561	887	2200	794	2356	1673
KNCN	434	428	419	966	896	1897
MKNK1	1084	2526	704	1112	1942	1257
MOB3C	7391	8660	10752	8160	17839	9811
ATPAF1	585	411	497	315	423	301
TEX38	855	836	754	380	853	738
EFCAB14	1686	2331	4722	3148	2410	5352
CYP4B1	3946	3859	4865	7466	4535	4779
CYP4A11	1434	762	1307	838	1145	969
CYP4X1	2903	3021	1673	3883	4436	4364
CYP4Z1	2671	1926	3316	2848	4260	1637
CYP4A22	2192	4363	4216	10927	5280	3402
PDZK1IP1	136	306	399	242	176	186
TAL1	3463	2147	2285	7478	5294	1904
STIL	728	599	1222	1673	457	779
CMPK1	798	1161	947	1051	726	1183
FOXE3	31	24	53	97	15	71
FOXD2	2030	2302	1737	3296	2956	847
TRABD2B	4227	2769	1501	4000	4708	1683
AL356289.1	17	6	10	7	11	13
SLC5A9	2474	1005	806	1069	1435	929
SPATA6	3153	9645	5949	5773	5828	15923
AGBL4	844	746	804	2246	1998	1384
BEND5	1990	958	1889	2671	2459	1125
ELAVL4	1762	1599	1239	1872	2774	2685
DMRTA2	50	55	23	29	47	42
FAF1	24	14	27	22	27	29
CDKN2C	3380	7941	6187	7473	7273	9883
C1orf185	939	2537	1303	1802	1667	1847
RNF11	826	703	1496	1386	1308	1378
TTC39A	3555	2730	2198	3417	2672	5460
EPS15	8161	8383	3769	7894	6392	4879
OSBPL9	1036	500	820	1009	503	1085
NRDC	1511	597	503	399	461	377
RAB3B	642	1602	632	2330	276	650
TXNDC12	949	856	3434	2149	1602	1707
KTI12	1321	937	1034	2000	3124	2199
BTF3L4	207	123	177	135	77	134
ZFYVE9	4275	7155	4189	3236	5446	9388
CC2D1B	1111	993	1584	951	1016	2658
ORC1	113	247	212	322	345	179
PRPF38A	2304	1739	1691	3695	2771	2381
ZCCHC11	158	174	212	302	233	239
GPX7	1813	862	724	1637	1449	2027
FAM159A	2884	4083	3009	3454	2272	2595
COA7	1159	1222	470	1962	2040	1432
ZYG11B	1479	735	1057	1652	1506	1628
ZYG11A	2993	1385	2491	1839	5635	2474
ECHDC2	5434	5581	5159	8129	3685	6676
SCP2	221	133	70	77	199	71
AL445183.1	1160	2718	2219	2841	4000	2021
PODN	8073	6932	7305	8497	8462	15405
SLC1A7	224	361	527	420	513	136
CPT2	2114	1529	6308	2567	3406	5752
C1orf123	1183	674	762	395	600	978
MAGOH	1261	953	615	2681	2143	1094
LRP8	3605	2317	2153	2707	3300	4451
DMRTB1	6990	2884	3597	4196	1733	3075
GLIS1	1323	965	580	1663	1272	1543
NDC1	295	100	92	216	87	202
YIPF1	489	265	496	420	475	469
DIO1	4658	8091	4844	6733	4009	5873
HSPB11	851	2080	608	986	1667	1558
LRRC42	824	1037	856	683	1293	794
LDLRAD1	3572	3268	2525	1085	3048	874
TMEM59	934	406	905	704	532	1650
TCEANC2	1137	777	1092	1182	1062	873
RP11-446E24.4	1389	2890	1835	2630	4076	1902
CDCP2	248	105	48	138	327	186
CYB5RL	780	584	352	1003	283	839
MRPL37	745	526	229	671	781	531
SSBP3	7527	8697	4438	7042	15245	14129
ACOT11	5954	6263	13673	8751	14783	7961
FAM151A	1792	3068	1201	1623	799	985
MROH7	1300	2127	2918	2989	3914	1680
MROH7-TTC4	639	2236	1467	2292	2831	2105
TTC4	1525	999	1530	1604	1177	1601
PARS2	1551	1009	1502	2470	1838	790
TTC22	2168	4092	3370	2566	3296	4714
LEXM	1596	834	610	1511	1996	3507
DHCR24	37	37	42	84	102	86
TMEM61	406	303	448	570	443	126
BSND	6011	9366	6284	7600	5168	13892
PCSK9	3567	3474	3001	7230	10034	9412
USP24	3669	2972	4424	4716	3862	6811
PLPP3	848	1569	1026	2041	2164	1957
PRKAA2	1246	2437	1935	1856	1426	862
C1orf168	2485	2057	1652	2541	3164	2965
C8A	3295	2143	2477	3976	3036	2495
C8B	20437	11545	13711	35817	28896	19380
DAB1	7377	10386	11074	11262	11846	11952
OMA1	2150	1341	1583	1344	2601	1718
TACSTD2	1911	4241	3481	4515	7778	5765
MYSM1	396	207	368	407	306	392
JUN	3065	4106	4999	2488	5564	4404
FGGY	6405	2642	3683	8119	6779	6515
HOOK1	3312	3121	3969	2292	3733	2844
CYP2J2	240	426	279	525	485	408
C1orf87	6160	3811	3217	6135	9333	5138
NFIA	12004	10484	13601	7628	17081	27743
TM2D1	4061	2968	1792	6572	5899	3226
PATJ	3695	1657	2546	2081	5138	2414
L1TD1	4850	2579	4680	7040	2742	3606
KANK4	1945	4098	3174	3060	8008	5401
USP1	21	11	11	4	9	20
DOCK7	4905	2814	3959	1246	6413	5957
ANGPTL3	2741	1470	3341	963	1464	1351
ATG4C	1851	548	1646	1139	2400	2338
FOXD3	2476	1405	1341	1475	1830	1011
ALG6	5304	3273	1655	3468	10114	4864
ITGB3BP	8271	4997	11263	5531	13331	4806
EFCAB7	1247	1023	805	1090	2108	1421
PGM1	2286	3223	4668	2361	3468	5650
ROR1	543	668	409	859	552	935
UBE2U	3698	2955	3623	4239	7819	2355
CACHD1	1446	531	1240	2570	1134	2118
RAVER2	3075	3587	3303	4750	5718	1831
JAK1	345	265	404	444	239	225
AK4	3923	2171	1124	2697	4678	2417
DNAJC6	713	285	442	911	872	1086
LEPROT	278	269	249	635	338	982
LEPR	410	242	645	654	792	571
PDE4B	7486	9633	3782	8729	6001	11068
SGIP1	2491	4086	4990	2813	2653	10502
TCTEX1D1	2878	2147	3141	1716	3307	3096
INSL5	3775	2507	2561	3244	3481	4216
WDR78	1293	2059	2726	2741	2339	5026
MIER1	2332	2436	4469	3446	2548	2710
SLC35D1	3949	6414	3651	2663	5599	6983
C1orf141	3452	1596	1236	3310	1790	2834
IL23R	207	327	197	297	213	512
IL12RB2	197	298	517	523	258	559
SERBP1	1177	1063	1125	918	727	1542
GADD45A	3949	4786	3370	2681	2302	4623
GNG12	278	292	729	483	1045	774
DIRAS3	291	343	632	1238	602	595
WLS	3898	4206	3973	6282	3075	6662
RPE65	1128	1266	642	1681	1636	691
DEPDC1	553	739	490	1035	1061	498
LRRC7	4852	4699	1788	2436	2369	3184
LRRC40	673	1228	1506	1692	1338	2070
SRSF11	2558	2889	3052	2540	4112	5845
ANKRD13C	17	62	74	22	66	20
HHLA3	2242	3399	2493	6654	5544	3545
AL158839.1	8487	7974	10503	11070	10745	20440
CTH	505	318	718	695	1097	698
PTGER3	1267	1590	962	2389	2329	1711
ZRANB2	404	1750	1225	1629	1357	1629
NEGR1	2920	1549	3858	861	3438	3168
LRRIQ3	1288	772	1743	527	979	1206
FPGT	708	2230	1330	1278	1107	2553
FPGT-TNNI3K	3154	1235	3458	3889	1340	5111
TNNI3K	514	948	422	605	736	704
LRRC53	2079	2125	3411	12104	5203	4269
ERICH3	4079	4248	3166	1668	5466	2538
CRYZ	399	300	619	445	484	1275
TYW3	6360	5448	7904	3759	4217	8467
LHX8	126	203	476	651	538	305
SLC44A5	3421	1765	1883	4600	2028	3627
ACADM	1642	1873	2459	1142	1811	3663
RABGGTB	502	1273	799	1001	610	1206
MSH4	570	438	544	686	1498	782
ASB17	1641	1412	3339	1315	2995	1711
ST6GALNAC3	68	90	92	85	99	109
ST6GALNAC5	857	1196	1284	572	1302	1290
PIGK	705	2250	794	1719	1432	1000
AK5	2056	1334	3033	2167	1643	1733
ZZZ3	1608	1392	1102	3495	1216	4767
USP33	5335	6574	4605	8074	19488	9289
FAM73A	366	1620	1123	1609	1939	1041
NEXN	1278	1332	1588	1784	430	1147
FUBP1	1687	1590	968	954	1905	1005
DNAJB4	3377	3786	3376	7860	5490	1491
GIPC2	1300	1918	829	1571	1070	1184
PTGFR	995	1394	1235	834	1135	1896
IFI44L	1041	2382	2114	711	4244	4126
IFI44	3362	2639	7438	3856	6831	2953
ADGRL4	2471	1326	3716	3169	3294	2747
ADGRL2	970	1657	667	831	790	578
TTLL7	5374	4109	3922	4471	4038	5320
PRKACB	6181	8484	7195	7526	9333	9056
SAMD13	1593	1398	717	1880	1394	2242
DNASE2B	1420	483	648	2099	2265	748
RPF1	2753	4143	5685	6759	4110	9081
GNG5	609	866	1048	1003	978	221
CTBS	694	1210	1031	1033	715	1136
SSX2IP	2381	2352	5169	1728	3342	1773
LPAR3	452	688	343	698	1197	432
MCOLN2	637	840	1103	305	1705	2692
WDR63	3772	3956	4897	2465	3499	4425
MCOLN3	548	902	643	829	1447	1028
SYDE2	437	184	435	639	385	244
C1orf52	4090	2544	5866	6817	6196	2915
BCL10	945	487	577	1494	764	1090
DDAH1	2162	1333	2044	5910	9134	3007
CYR61	9518	9883	6099	8906	9434	8724
ZNHIT6	1447	1283	2834	1933	1759	1357
COL24A1	60	206	69	148	135	94
ODF2L	430	510	482	450	795	411
CLCA2	148	86	68	91	206	128
CLCA1	1352	468	858	1482	2093	854
CLCA4	528	490	341	807	925	421
SH3GLB1	2173	3835	1308	2604	4276	1398
SEP15	36	66	51	61	32	65
HS2ST1	801	547	1257	1089	694	708
RP5-1052I5.2	16175	10577	3483	31055	4906	11738
LMO4	3688	7211	8084	9935	7598	6430
PKN2	386	589	697	1276	677	1417
GTF2B	111	80	53	69	40	79
KYAT3	189	168	298	274	527	225
RBMXL1	2534	2575	3391	2901	3740	4444
GBP3	1977	3402	2042	3257	6345	3307
GBP1	1200	1134	1757	3910	954	1060
GBP2	5923	4185	5032	11121	12332	6229
GBP7	3616	2329	1794	3368	1587	2826
GBP4	1524	3096	1803	1586	1747	2144
GBP5	77	100	30	25	77	74
GBP6	835	509	777	474	1013	832
LRRC8B	8454	4768	2157	6496	7525	5175
LRRC8C	204	377	198	229	186	189
RP11-302M6.4	2143	733	1333	2100	1779	768
LRRC8D	127	161	200	178	210	153
ZNF326	590	571	270	403	451	498
BARHL2	169	409	230	422	519	715
ZNF644	137	195	131	136	243	228
HFM1	1522	1027	733	839	2173	1072
CDC7	4021	8626	3101	10205	4394	6733
TGFBR3	246	279	100	307	420	154
BRDT	2577	768	1330	2813	2440	1744
EPHX4	4625	7098	10328	7140	4035	5861
SETSIP	220	239	1056	62	454	217
BTBD8	2680	2988	6798	8050	5974	5442
KIAA1107	1307	1397	1366	2161	4462	704
C1orf146	730	351	286	465	730	499
GLMN	3344	2253	2528	3959	3512	3402
RPAP2	2516	5378	3059	5761	4488	6029
GFI1	2883	5779	1760	7281	8388	6223
EVI5	30	31	99	59	88	43
RPL5	3	1	3	4	7	6
FAM69A	61	145	127	89	92	276
MTF2	1161	1773	1957	1394	1229	1874
TMED5	35	69	136	53	60	93
CCDC18	132	198	226	208	240	155
DR1	6369	3127	2876	3218	5537	6805
FNBP1L	294	513	402	1163	833	868
BCAR3	230	64	381	198	152	310
DNTTIP2	1031	586	1379	610	530	667
GCLM	2248	1411	1300	4526	4284	6922
ABCA4	3724	1656	1837	1818	4255	4581
ARHGAP29	919	692	567	697	778	582
ABCD3	233	373	422	337	209	584
F3	2200	1733	1860	1499	1473	1626
SLC44A3	3045	3831	5928	6995	2599	1680
CNN3	2584	1677	2129	2796	1830	3131
ALG14	61	52	19	58	30	70
TMEM56	1521	1367	668	1149	1294	1087
TMEM56-RWDD3	1834	1302	1973	1963	2620	1949
RWDD3	4494	6203	1533	5396	5354	5670
PTBP2	1681	3198	1039	1662	1850	1070
DPYD	544	1008	970	1102	1137	975
SNX7	15650	16530	7581	10097	14234	8688
PLPPR5	5188	5371	7931	7677	8473	11717
PLPPR4	86	144	125	330	179	324
PALMD	5279	9087	5801	2015	3758	4967
FRRS1	777	889	731	1592	2139	1241
AGL	341	80	149	853	565	247
AC096949.1	102	186	105	131	202	91
SLC35A3	4729	6246	8884	6520	13846	9663
MFSD14A	3178	1956	2502	3027	2457	3012
SASS6	260	369	223	580	313	121
TRMT13	2168	1281	1703	3073	1009	2220
LRRC39	2065	763	969	2476	842	2018
DBT	661	401	549	623	795	748
RTCA	1561	2401	3737	3655	5277	3185
CDC14A	1950	1928	1658	2369	1356	1914
GPR88	591	1103	2071	408	1902	1025
VCAM1	900	1336	544	795	1373	1351
EXTL2	2651	3493	2983	3396	3783	3548
SLC30A7	827	314	424	452	1213	763
DPH5	370	80	149	427	177	238
S1PR1	359	888	743	1191	840	688
OLFM3	1096	2136	1242	1282	547	1422
COL11A1	3757	6299	2989	4361	7617	4103
RNPC3	230	280	118	261	299	353
AMY2B	773	418	794	1312	1861	766
AMY2A	2973	1304	3776	944	1605	1343
AMY1A	2399	3716	4408	3651	4043	4131
AMY1B	465	293	283	394	245	571
AMY1C	2149	936	3872	3362	2264	2492
PRMT6	680	1098	585	1212	655	1399
NTNG1	378	599	892	887	1682	1021
VAV3	833	512	638	527	329	917
SLC25A24	472	495	832	1120	1177	432
NBPF4	1760	2128	4737	2459	3546	4892
NBPF6	8113	2025	9928	10027	12313	9197
FAM102B	140	209	203	199	129	315
HENMT1	1506	2934	3262	6308	6884	3704
PRPF38B	5177	3675	2759	2842	3748	7988
FNDC7	1767	2435	1443	3054	2951	1877
STXBP3	2431	1049	2084	1976	4068	2892
AKNAD1	786	848	553	646	639	599
RP11-475E11.9	2232	2095	3169	3454	4450	3007
GPSM2	2915	6119	3190	5198	3539	3057
CLCC1	5458	6104	6879	10187	5802	5897
WDR47	913	783	914	525	1354	921
TAF13	2734	791	1311	1180	2339	2841
TMEM167B	505	253	254	477	605	875
C1orf194	4965	5385	6524	3378	5540	8027
KIAA1324	1010	368	979	1443	1458	1518
SARS	4011	3056	7466	3619	6687	4764
CELSR2	4263	2404	2752	4530	3488	6673
PSRC1	1777	1753	1409	2139	2122	3539
MYBPHL	129	97	210	115	213	193
SORT1	1169	752	1401	1108	2266	1397
PSMA5	3664	1090	1401	1694	1608	2348
SYPL2	1436	1284	2380	1036	1582	2722
ATXN7L2	355	803	686	1226	876	806
CYB561D1	1731	1760	665	2072	1311	1470
AMIGO1	1784	1751	2019	1497	3116	2110
GPR61	4370	4239	5793	7467	12462	11623
GNAI3	1825	3115	2915	3575	5350	5111
GNAT2	2074	3529	1170	3198	6690	1334
AMPD2	730	446	330	379	499	604
GSTM4	2301	1314	1394	3246	3638	3746
GSTM2	949	547	734	1746	909	1083
GSTM1	16	129	67	204	123	110
GSTM5	2132	5455	1435	6675	4415	4176
GSTM3	2081	1426	4283	8764	4122	3999
EPS8L3	11054	10175	4831	10772	13843	5742
CSF1	697	927	764	2322	1731	613
AHCYL1	588	322	438	836	450	458
STRIP1	4491	9925	4774	3910	9628	4992
ALX3	295	277	352	357	355	309
UBL4B	4268	4555	12070	8790	10203	10932
SLC6A17	1979	1863	983	1907	725	1334
KCNC4	789	2272	1211	2159	2454	2547
RBM15	796	1137	980	1359	1425	2038
SLC16A4	36	24	11	15	33	12
LAMTOR5	2943	1259	1737	1191	2692	1797
PROK1	1038	1716	904	2480	1938	1059
KCNA10	427	261	632	389	740	369
KCNA2	1797	2855	2653	4198	2313	3409
KCNA3	1413	1917	1077	3172	1498	2753
CD53	2811	1623	3370	1793	5370	2429
LRIF1	3466	3828	5518	8579	6593	8407
DRAM2	356	167	169	314	493	301
CEPT1	1946	2353	1661	5736	1902	3437
DENND2D	386	197	190	786	351	200
CHI3L2	2666	4584	6343	7615	4989	5615
CHIA	1950	446	460	2166	1519	1069
PIFO	2617	1417	3497	3226	2612	3289
OVGP1	3	6	9	11	14	11
WDR77	3550	4490	4129	13997	3156	2922
ATP5F1	4128	5272	6536	3788	3618	6759
C1orf162	659	454	629	716	560	438
TMIGD3	196	511	364	246	537	267
ADORA3	393	554	670	291	213	664
RAP1A	70	81	58	70	236	43
FAM212B	6620	4814	5777	3691	4841	5661
DDX20	704	1520	519	499	2026	508
KCND3	1685	4558	2616	2497	2046	5130
CTTNBP2NL	100	51	56	126	123	119
WNT2B	2471	1178	741	2050	2491	1315
ST7L	1764	1950	2202	975	1275	971
CAPZA1	203	212	401	524	446	298
MOV10	4049	9644	4250	7451	9069	4867
RHOC	4107	7805	1760	12925	5742	8339
RP11-426L16.10	159	246	167	303	202	228
PPM1J	1592	737	1358	935	1045	1247
FAM19A3	1878	3027	3161	3074	3080	5908
SLC16A1	4887	6274	6592	9702	3602	4883
LRIG2	4810	3583	4042	5415	4846	5898
MAGI3	243	257	414	270	631	660
PHTF1	23	23	32	71	33	39
RSBN1	2462	4003	7820	5958	4702	2196
PTPN22	177	429	579	113	85	425
BCL2L15	10205	9743	7044	6086	17418	14259
AP4B1	3573	3409	6823	6789	10220	9853
DCLRE1B	854	1299	2464	2353	2823	4070
HIPK1	352	165	256	605	484	223
OLFML3	241	427	336	388	435	559
SYT6	1436	1007	2161	2252	3051	1623
TRIM33	4380	2427	4023	3871	7743	6516
BCAS2	774	979	1089	2801	719	1724
DENND2C	2410	1557	1969	1637	4864	2637
AMPD1	5197	4615	4246	6391	8881	2916
NRAS	399	1247	405	1094	569	556
CSDE1	1023	2348	3354	1090	2063	2872
SIKE1	8630	6333	10579	5784	15944	6270
SYCP1	872	663	745	575	593	411
TSHB	1691	1179	2002	2872	2777	2130
TSPAN2	1169	1592	1080	1280	1292	1716
NGF	3564	5392	3504	11230	5217	8023
VANGL1	922	1160	1782	2594	2773	3477
CASQ2	3340	6523	5371	5409	7154	5923
NHLH2	179	252	133	170	124	108
SLC22A15	5050	1963	6610	2158	4628	2572
MAB21L3	2443	3125	628	1520	2908	2878
ATP1A1	2451	1427	1032	530	1798	1305
CD58	24	57	64	27	52	71
IGSF3	6213	4383	2415	4164	3794	5957
CD2	119	113	81	235	120	167
PTGFRN	45	39	28	72	66	64
CD101	444	1572	1013	1043	2564	969
TTF2	482	204	419	789	282	1102
TRIM45	3633	3174	3368	5960	3895	5559
VTCN1	5855	1891	3343	6790	3154	4052
MAN1A2	1637	6862	2029	2173	3695	2813
FAM46C	3289	5287	1886	11624	4812	7478
GDAP2	3862	1574	2581	4197	3121	2384
WDR3	9125	7242	13641	13455	7208	10828
SPAG17	2261	1700	3023	5153	3199	3481
TBX15	288	1877	1063	413	1564	1750
WARS2	1706	885	2730	1950	2353	2639
HAO2	228	247	286	434	557	535
HSD3B2	1177	767	322	908	1745	1370
HSD3B1	18	26	6	8	25	25
ZNF697	12108	5893	4641	7064	12165	9083
PHGDH	45	189	110	151	175	119
HMGCS2	6434	8926	3205	9303	7381	3062
REG4	2052	580	566	449	1606	887
ADAM30	215	155	121	108	118	116
NOTCH2	657	472	768	1308	766	1333
SEC22B	1084	949	1924	1709	1187	1725
NBPF26	4984	8520	5097	1997	4880	9011
PPIAL4A	2139	1181	1770	3193	2716	8249
AC241377.1	1522	1204	549	779	655	845
FCGR1B	156	140	154	253	229	344
FAM72B	579	530	232	244	630	486
SRGAP2C	1333	3742	2243	1438	2370	2516
HIST2H3PS2	559	573	305	377	531	594
FAM72C	126	87	135	154	149	126
PPIAL4E	5270	7227	6707	6977	5425	9374
NBPF15	4798	7522	4419	8706	5103	4717
PPIAL4F	2540	1103	1295	3193	4100	4727
SRGAP2B	2372	1061	1365	3025	2810	3120
FAM72D	4559	2280	5470	3796	4674	5806
AC241585.1	5281	3130	1787	6429	5629	4028
PPIAL4D	5050	6529	6679	9667	5979	2651
NBPF20	96	98	163	108	41	68
GPR89A	19	9	20	24	11	36
PDZK1	3909	3851	4821	6220	5084	13381
CD160	2226	858	1696	1444	2147	1865
RNF115	2641	3766	5058	7081	7650	3720
POLR3C	3067	2801	2842	4892	3581	4015
NUDT17	250	189	189	143	229	246
PIAS3	10423	19983	14076	8847	11488	15893
ANKRD35	8028	7483	6471	10920	11042	11771
ITGA10	740	656	919	654	1215	531
PEX11B	2172	1807	2667	2442	1812	4786
RBM8A	21602	15167	9995	19252	28048	17587
CH17-270A2.2	4398	3357	2404	5570	6190	5227
LIX1L	49	24	43	95	28	40
ANKRD34A	2411	6212	6151	5608	3033	3556
POLR3GL	1714	2182	1548	1895	2959	1380
TXNIP	1404	586	776	450	808	1523
HFE2	1913	3003	1012	1157	3134	3523
NBPF10	682	737	2269	1571	3192	840
RP11-458D21.5	706	398	994	1151	1172	1458
NOTCH2NL	1117	314	865	2543	1107	1788
AC243756.1	270	376	314	83	278	392
NBPF12	82	87	183	201	305	153
PRKAB2	2053	3810	4870	2952	1439	2923
FMO5	5438	4058	3868	5339	4623	4516
CHD1L	3256	1599	1789	3460	2988	1841
BCL9	136	48	86	75	60	121
ACP6	1354	811	1786	3106	2432	1199
GJA5	375	747	959	682	529	1073
GJA8	253	290	313	239	177	155
GPR89B	1806	1319	982	3004	2054	1112
NBPF11	319	386	495	467	718	1182
AC245100.1	3038	2672	3413	1998	5226	2271
PPIAL4G	776	577	630	1052	1284	1456
NBPF14	3326	6064	2568	2833	4649	7585
PDE4DIP	1089	890	518	783	994	406
NBPF9	521	282	262	191	405	266
NBPF19	684	316	593	819	309	363
PPIAL4C	1713	2726	2317	1977	2460	2681
FAM231D	2962	4601	3763	7516	2109	1155
FCGR1A	672	2313	3062	3005	2329	6996
HIST2H2BF	1434	1890	1514	2091	2838	1702
HIST2H3D	3563	3108	2628	3462	6098	6998
HIST2H4A	2040	3794	1541	5227	4250	1745
HIST2H3C	996	1680	2033	2440	1875	2146
HIST2H2AA3	4423	2103	1158	3650	2476	4577
HIST2H2AA4	801	1959	600	2077	2352	1414
HIST2H3A	154	253	229	275	389	359
HIST2H4B	8848	5355	7216	1885	5417	5410
HIST2H2BE	5176	5238	3474	3579	4893	4521
HIST2H2AC	360	260	220	265	436	306
HIST2H2AB	413	515	540	1350	975	634
BOLA1	4364	6765	4597	7226	5897	3986
SV2A	192	281	313	450	452	243
SF3B4	2173	1468	1115	3171	2461	887
MTMR11	2603	3880	2458	4732	2579	7085
OTUD7B	2673	3785	2828	5069	5880	9196
VPS45	1209	4784	2466	4141	4783	4569
PLEKHO1	2384	3504	3106	6513	3975	2401
ANP32E	287	181	196	341	87	272
CA14	3300	2407	3261	1810	1718	3280
APH1A	1492	1352	1473	1091	2074	1499
C1orf54	1983	4638	2786	4774	1641	2912
CIART	344	173	537	1020	513	803
MRPS21	303	188	332	352	220	587
AC242988.1	3665	5240	4255	5611	5938	3818
PRPF3	2160	1504	1591	1085	900	1965
RPRD2	975	1309	2137	1897	1470	2119
TARS2	1295	2138	2152	2287	2547	1515
ECM1	964	1370	1428	789	3178	3256
ADAMTSL4	7237	3751	5064	8254	4992	9177
MCL1	1486	1191	2214	1288	1645	3131
ENSA	1764	3846	2346	7479	2327	3797
GOLPH3L	2190	3498	2412	1937	1809	1876
HORMAD1	4020	2174	3162	5415	6539	3665
CTSS	2519	1984	1307	5295	4106	4559
CTSK	182	229	172	331	198	590
ARNT	102	68	63	95	151	124
RP11-235D19.4	1899	2326	2274	4294	2479	2605
SETDB1	1045	621	845	1416	911	985
CERS2	2776	4236	2214	6430	3870	8055
ANXA9	5974	1956	4749	2599	2949	3897
FAM63A	409	915	495	953	570	632
PRUNE1	1054	576	403	727	495	1311
