#gene	sample1	sample2	sample3
RWDD3	4494	6203	1533
PTBP2	1681	3198	1039
DPYD	544	1008	970
SNX7	15650	16530	7581
PLPPR5	5188	5371	7931
PLPPR4	86	144	125
PALMD	5279	9087	5801
FRRS1	777	889	731
AGL	341	80	149
AC096949.1	102	186	105
SLC35A3	4729	6246	8884
MFSD14A	3178	1956	2502
SASS6	260	369	223
TRMT13	2168	1281	1703
LRRC39	2065	763	969
DBT	661	401	549
RTCA	1561	2401	3737
CDC14A	1950	1928	1658
GPR88	591	1103	2071
VCAM1	900	1336	544
EXTL2	2651	3493	2983
SLC30A7	827	314	424
DPH5	370	80	149
S1PR1	359	888	743
OLFM3	1096	2136	1242
COL11A1	3757	6299	2989
RNPC3	230	280	118
AMY2B	773	418	794
AMY2A	2973	1304	3776
AMY1A	2399	3716	4408
AMY1B	465	293	283
AMY1C	2149	936	3872
PRMT6	680	1098	585
NTNG1	378	599	892
VAV3	833	512	638
SLC25A24	472	495	832
NBPF4	1760	2128	4737
NBPF6	8113	2025	9928
FAM102B	140	209	203
HENMT1	1506	2934	3262
PRPF38B	5177	3675	2759
FNDC7	1767	2435	1443
STXBP3	2431	1049	2084
AKNAD1	786	848	553
RP11-475E11.9	2232	2095	3169
GPSM2	2915	6119	3190
CLCC1	5458	6104	6879
WDR47	913	783	914
TAF13	2734	791	1311
TMEM167B	505	253	254
C1orf194	4965	5385	6524
KIAA1324	1010	368	979
SARS	4011	3056	7466
CELSR2	4263	2404	2752
PSRC1	1777	1753	1409
MYBPHL	129	97	210
SORT1	1169	752	1401
PSMA5	3664	1090	1401
SYPL2	1436	1284	2380
ATXN7L2	355	803	686
CYB561D1	1731	1760	665
AMIGO1	1784	1751	2019
GPR61	4370	4239	5793
GNAI3	1825	3115	2915
GNAT2	2074	3529	1170
AMPD2	730	446	330
GSTM4	2301	1314	1394
GSTM2	949	547	734
GSTM1	16	129	67
GSTM5	2132	5455	1435
GSTM3	2081	1426	4283
EPS8L3	11054	10175	4831
CSF1	697	927	764
AHCYL1	588	322	438
STRIP1	4491	9925	4774
ALX3	295	277	352
UBL4B	4268	4555	12070
SLC6A17	1979	1863	983
KCNC4	789	2272	1211
RBM15	796	1137	980
SLC16A4	36	24	11
LAMTOR5	2943	1259	1737
PROK1	1038	1716	904
KCNA10	427	261	632
KCNA2	1797	2855	2653
KCNA3	1413	1917	1077
CD53	2811	1623	3370
LRIF1	3466	3828	5518
DRAM2	356	167	169
CEPT1	1946	2353	1661
DENND2D	386	197	190
CHI3L2	2666	4584	6343
CHIA	1950	446	460
PIFO	2617	1417	3497
OVGP1	3	6	9
WDR77	3550	4490	4129
ATP5F1	4128	5272	6536
C1orf162	659	454	629
TMIGD3	196	511	364
ADORA3	393	554	670
RAP1A	70	81	58
FAM212B	6620	4814	5777
DDX20	704	1520	519
KCND3	1685	4558	2616
CTTNBP2NL	100	51	56
WNT2B	2471	1178	741
ST7L	1764	1950	2202
CAPZA1	203	212	401
MOV10	4049	9644	4250
RHOC	4107	7805	1760
RP11-426L16.10	159	246	167
PPM1J	1592	737	1358
FAM19A3	1878	3027	3161
SLC16A1	4887	6274	6592
LRIG2	4810	3583	4042
MAGI3	243	257	414
PHTF1	23	23	32
RSBN1	2462	4003	7820
PTPN22	177	429	579
BCL2L15	10205	9743	7044
AP4B1	3573	3409	6823
DCLRE1B	854	1299	2464
HIPK1	352	165	256
OLFML3	241	427	336
SYT6	1436	1007	2161
TRIM33	4380	2427	4023
BCAS2	774	979	1089
DENND2C	2410	1557	1969
AMPD1	5197	4615	4246
NRAS	399	1247	405
CSDE1	1023	2348	3354
SIKE1	8630	6333	10579
SYCP1	872	663	745
TSHB	1691	1179	2002
TSPAN2	1169	1592	1080
NGF	3564	5392	3504
VANGL1	922	1160	1782
CASQ2	3340	6523	5371
NHLH2	179	252	133
SLC22A15	5050	1963	6610
MAB21L3	2443	3125	628
ATP1A1	2451	1427	1032
CD58	24	57	64
IGSF3	6213	4383	2415
CD2	119	113	81
PTGFRN	45	39	28
CD101	444	1572	1013
TTF2	482	204	419
TRIM45	3633	3174	3368
VTCN1	5855	1891	3343
MAN1A2	1637	6862	2029
FAM46C	3289	5287	1886
GDAP2	3862	1574	2581
WDR3	9125	7242	13641
SPAG17	2261	1700	3023
TBX15	288	1877	1063
WARS2	1706	885	2730
HAO2	228	247	286
HSD3B2	1177	767	322
HSD3B1	18	26	6
ZNF697	12108	5893	4641
PHGDH	45	189	110
HMGCS2	6434	8926	3205
REG4	2052	580	566
ADAM30	215	155	121
NOTCH2	657	472	768
SEC22B	1084	949	1924
NBPF26	4984	8520	5097
PPIAL4A	2139	1181	1770
AC241377.1	1522	1204	549
FCGR1B	156	140	154
FAM72B	579	530	232
SRGAP2C	1333	3742	2243
HIST2H3PS2	559	573	305
FAM72C	126	87	135
PPIAL4E	5270	7227	6707
NBPF15	4798	7522	4419
PPIAL4F	2540	1103	1295
SRGAP2B	2372	1061	1365
FAM72D	4559	2280	5470
AC241585.1	5281	3130	1787
PPIAL4D	5050	6529	6679
NBPF20	96	98	163
GPR89A	19	9	20
PDZK1	3909	3851	4821
CD160	2226	858	1696
RNF115	2641	3766	5058
POLR3C	3067	2801	2842
NUDT17	250	189	189
PIAS3	10423	19983	14076
ANKRD35	8028	7483	6471
ITGA10	740	656	919
PEX11B	2172	1807	2667
RBM8A	21602	15167	9995
CH17-270A2.2	4398	3357	2404
LIX1L	49	24	43
ANKRD34A	2411	6212	6151
POLR3GL	1714	2182	1548
TXNIP	1404	586	776
HFE2	1913	3003	1012
NBPF10	682	737	2269
RP11-458D21.5	706	398	994
NOTCH2NL	1117	314	865
AC243756.1	270	376	314
NBPF12	82	87	183
PRKAB2	2053	3810	4870
FMO5	5438	4058	3868
CHD1L	3256	1599	1789
BCL9	136	48	86
ACP6	1354	811	1786
GJA5	375	747	959
GJA8	253	290	313
GPR89B	1806	1319	982
NBPF11	319	386	495
AC245100.1	3038	2672	3413
PPIAL4G	776	577	630
NBPF14	3326	6064	2568
PDE4DIP	1089	890	518
NBPF9	521	282	262
NBPF19	684	316	593
PPIAL4C	1713	2726	2317
FAM231D	2962	4601	3763
FCGR1A	672	2313	3062
HIST2H2BF	1434	1890	1514
HIST2H3D	3563	3108	2628
HIST2H4A	2040	3794	1541
HIST2H3C	996	1680	2033
HIST2H2AA3	4423	2103	1158
HIST2H2AA4	801	1959	600
HIST2H3A	154	253	229
HIST2H4B	8848	5355	7216
HIST2H2BE	5176	5238	3474
HIST2H2AC	360	260	220
HIST2H2AB	413	515	540
BOLA1	4364	6765	4597
SV2A	192	281	313
SF3B4	2173	1468	1115
MTMR11	2603	3880	2458
OTUD7B	2673	3785	2828
VPS45	1209	4784	2466
PLEKHO1	2384	3504	3106
ANP32E	287	181	196
CA14	3300	2407	3261
APH1A	1492	1352	1473
C1orf54	1983	4638	2786
CIART	344	173	537
MRPS21	303	188	332
AC242988.1	3665	5240	4255
PRPF3	2160	1504	1591
RPRD2	975	1309	2137
TARS2	1295	2138	2152
ECM1	964	1370	1428
ADAMTSL4	7237	3751	5064
MCL1	1486	1191	2214
ENSA	1764	3846	2346
GOLPH3L	2190	3498	2412
HORMAD1	4020	2174	3162
CTSS	2519	1984	1307
CTSK	182	229	172
ARNT	102	68	63
RP11-235D19.4	1899	2326	2274
SETDB1	1045	621	845
CERS2	2776	4236	2214
ANXA9	5974	1956	4749
FAM63A	409	915	495
PRUNE1	1054	576	403
BNIPL	2326	2295	3007
C1orf56	929	635	587
CDC42SE1	1890	1277	637
MLLT11	11533	6410	8147
GABPB2	7153	9658	16000
SEMA6C	2639	1437	1496
TNFAIP8L2	8545	6914	8896
SCNM1	1232	580	247
LYSMD1	8325	16442	5121
TMOD4	651	626	495
VPS72	511	1072	1345
PIP5K1A	1152	1419	1617
PSMD4	2488	5670	3646
ZNF687	262	161	333
PI4KB	4733	2978	5561
RFX5	485	720	712
SELENBP1	67	52	102
PSMB4	1809	6064	1727
POGZ	229	221	214
CGN	5799	4187	1714
TUFT1	4099	5026	4320
SNX27	296	312	73
CELF3	870	1062	1255
RIIAD1	5705	11576	7606
MRPL9	392	293	394
OAZ3	296	251	100
TDRKH	861	882	1026
LINGO4	10704	8923	14197
RORC	12144	9702	27103
C2CD4D	5813	4619	2402
THEM5	1011	1271	944
THEM4	2101	1747	708
S100A10	4220	4469	6996
S100A11	494	743	744
TCHHL1	8052	6551	1939
TCHH	945	983	242
RPTN	107	94	135
HRNR	1257	2134	1443
FLG	4633	3485	1437
FLG2	167	91	82
CRNN	516	1222	957
LCE5A	773	729	1261
AL135842.1	31	19	69
CRCT1	1153	1308	1915
LCE3E	903	1123	966
LCE3D	6033	3133	1222
LCE3C	1476	5008	2184
LCE3B	2918	4718	2844
LCE3A	597	1672	1224
LCE2D	5959	4524	3939
LCE2C	398	879	542
LCE2B	3557	1015	1778
LCE2A	238	254	541
LCE4A	12945	10399	16080
C1orf68	1199	703	1055
KPRP	392	254	152
LCE1F	7066	4831	6597
LCE1E	1019	2002	2701
LCE1D	995	344	639
LCE1C	3209	3114	2168
LCE1B	556	1167	678
LCE1A	329	597	767
LCE6A	3621	3069	3236
SMCP	4570	5925	3805
IVL	622	144	320
RP1-20N18.10	120	190	168
SPRR4	1215	1760	3419
SPRR1A	2930	2977	2786
SPRR3	1187	2001	719
SPRR1B	4083	1352	1761
SPRR2D	427	643	693
SPRR2A	832	621	317
SPRR2B	273	404	437
SPRR2E	1866	2388	2847
SPRR2F	1056	1025	1892
SPRR2G	195	184	139
LELP1	116	114	49
PRR9	543	505	431
LOR	555	1279	1696
PGLYRP3	239	265	242
PGLYRP4	97	124	143
S100A9	2698	1005	4510
S100A12	1089	1586	713
S100A8	8051	5911	4100
S100A7A	1932	2262	2788
S100A7L2	101	135	409
S100A7	287	284	652
S100A6	3234	2689	1919
S100A5	1152	2630	1168
S100A4	961	679	709
S100A3	104	46	36
S100A2	1603	1118	2403
S100A16	1730	3872	4516
S100A14	1863	707	2300
S100A13	660	560	346
S100A1	1729	1331	588
CHTOP	4186	3477	8534
SNAPIN	5862	3478	9215
ILF2	1315	1295	1830
NPR1	2054	2286	3106
INTS3	362	297	420
AL513523.2	9745	2885	4935
SLC27A3	57	115	103
GATAD2B	5140	6276	11480
DENND4B	10133	14529	6909
CRTC2	2210	4850	1925
SLC39A1	2472	2509	918
CREB3L4	4807	2241	2125
JTB	1323	2031	1238
RAB13	280	337	632
RPS27	961	779	1368
NUP210L	1523	885	956
TPM3	587	452	662
C1orf189	1385	2201	1378
C1orf43	3753	4651	10544
UBAP2L	25	8	14
HAX1	2692	2061	2264
AQP10	3067	1448	849
ATP8B2	1473	2096	767
IL6R	844	764	705
SHE	1526	2299	1912
TDRD10	336	87	198
UBE2Q1	4105	1309	5012
CHRNB2	896	2122	4091
ADAR	241	574	323
KCNN3	160	85	163
PMVK	3257	3596	4220
PBXIP1	1536	1331	417
PYGO2	983	989	1473
SHC1	1364	2077	3718
CKS1B	735	690	720
FLAD1	2616	1520	2306
LENEP	146	120	68
ZBTB7B	2394	808	816
DCST2	636	382	168
DCST1	5339	4946	1850
ADAM15	3869	1046	6878
EFNA4	916	721	492
RP11-540D14.8	2068	1454	3439
EFNA3	5282	1852	3513
EFNA1	581	556	459
SLC50A1	3552	10026	6298
DPM3	815	1518	708
KRTCAP2	7362	3436	3621
RP11-201K10.3	1596	1682	3162
TRIM46	393	484	422
MUC1	8030	6083	14815
AC234582.2	4268	4471	3511
AC234582.1	673	429	633
THBS3	190	172	223
MTX1	1783	1475	1794
GBA	428	633	1011
FAM189B	2521	1990	3081
SCAMP3	1620	1550	483
CLK2	374	321	911
HCN3	2218	1471	1632
PKLR	4504	5845	14641
FDPS	1027	1377	2282
RUSC1	1213	872	1008
ASH1L	2364	2380	4910
MSTO1	1199	1076	756
YY1AP1	2592	1652	1687
DAP3	102	107	125
GON4L	2049	676	2340
SYT11	1873	5176	3677
RIT1	2745	3511	3050
KIAA0907	1233	2340	932
RXFP4	1817	1476	1524
ARHGEF2	167	302	176
SSR2	2772	2486	3726
UBQLN4	1489	1752	1168
LAMTOR2	192	359	268
RAB25	2699	2796	3619
MEX3A	480	915	324
LMNA	1588	2068	2872
SEMA4A	3251	4534	4670
SLC25A44	4402	5344	2774
PMF1-BGLAP	6914	12772	15940
PMF1	413	418	728
BGLAP	2906	1583	3327
PAQR6	2839	9928	5210
SMG5	528	1010	705
TMEM79	386	1032	619
GLMP	1513	4209	4688
VHLL	2924	4738	2680
CCT3	2395	1646	1977
TSACC	1986	3647	1670
RHBG	4455	3100	5003
C1orf61	1907	3149	2106
MEF2D	3379	3351	4709
IQGAP3	5090	4213	3112
TTC24	136	121	242
NAXE	1959	492	1699
GPATCH4	790	327	168
AL365181.1	933	1114	1952
HAPLN2	766	258	234
BCAN	3819	1771	1300
NES	556	943	1217
CRABP2	245	259	223
ISG20L2	1006	524	399
RRNAD1	2347	2181	4455
MRPL24	1275	862	1140
HDGF	3313	3571	4785
PRCC	316	1152	482
SH2D2A	647	617	391
NTRK1	218	81	310
INSRR	2118	2109	2689
PEAR1	2990	2041	2053
LRRC71	618	251	498
ARHGEF11	1409	1683	1929
ETV3L	23	31	29
ETV3	8734	9748	23463
FCRL5	796	479	1390
FCRL4	1829	409	1000
FCRL3	101	66	75
FCRL2	3848	6309	6068
FCRL1	1267	2113	1917
CD5L	5007	3776	8780
KIRREL	9769	14488	10176
CD1D	672	833	1042
CD1A	1824	2010	3569
CD1C	4536	2962	4220
CD1B	2903	1867	5543
CD1E	1642	3225	3716
OR10T2	1952	1725	3578
OR10K2	1753	2840	2928
OR10K1	6129	5305	5477
OR10R2	1284	2731	1288
OR6Y1	3431	4980	5693
OR6P1	1440	1009	1391
OR10Z1	3572	7822	7793
SPTA1	1481	1952	3865
OR6K2	1360	1763	2274
OR6K3	2211	3581	3084
OR6K6	15	14	12
OR6N1	14111	7125	4771
OR6N2	133	91	139
MNDA	547	419	1398
PYHIN1	2905	2950	1725
IFI16	4147	2675	5313
AIM2	242	176	241
CADM3	258	271	91
ACKR1	1335	1407	1073
FCER1A	2521	1867	5138
OR10J3	1077	2314	1522
OR10J1	3377	4819	4109
OR10J5	1871	1359	2277
APCS	1574	2981	3200
CRP	1689	2316	3792
DUSP23	1989	937	1357
FCRL6	3379	4620	5604
SLAMF8	2518	4668	3212
C1orf204	5193	4269	2418
VSIG8	3387	1196	3196
RP11-190A12.7	172	100	390
CFAP45	2108	1625	1348
TAGLN2	924	1228	1256
IGSF9	5053	2145	2975
SLAMF9	555	401	442
KCNJ10	1154	1317	1099
PIGM	8503	8050	3244
KCNJ9	2125	1827	2193
IGSF8	6332	11959	4127
ATP1A2	686	431	431
ATP1A4	5882	2173	5315
CASQ1	181	122	123
PEA15	2273	2104	2882
DCAF8	1169	1263	1343
RP11-574F21.3	1584	1267	1330
PEX19	3870	933	1876
COPA	1140	1095	1592
NCSTN	702	1764	915
NHLH1	204	142	184
VANGL2	93	130	174
SLAMF6	7724	12875	7353
CD84	962	1510	673
SLAMF1	680	635	772
CD48	504	603	478
SLAMF7	765	575	629
LY9	1349	802	873
CD244	9862	8298	11658
ITLN1	3663	3806	5549
ITLN2	428	112	293
F11R	2652	2436	5829
RP11-544M22.13	391	356	537
TSTD1	8215	6346	5746
USF1	8569	6660	1844
ARHGAP30	258	309	216
AL591806.1	447	941	906
NECTIN4	1817	1230	464
KLHDC9	424	479	460
PFDN2	3238	9114	7757
NIT1	2693	7913	9418
DEDD	2891	1276	1742
UFC1	2378	1602	2088
USP21	794	623	656
PPOX	441	543	918
B4GALT3	3662	2998	3691
ADAMTS4	19	22	18
NDUFS2	2095	1633	2248
FCER1G	1922	3590	2533
APOA2	537	3229	2968
TOMM40L	717	1610	999
NR1I3	9172	3823	3180
PCP4L1	79	62	82
MPZ	1974	1878	1288
SDHC	2245	4429	9886
CFAP126	423	1177	707
FCGR2A	808	1589	2273
HSPA6	4533	4615	1711
FCGR3A	5399	9262	6288
FCGR3B	3187	2332	2545
FCGR2B	4138	5629	5305
FCRLA	1276	1262	557
FCRLB	17158	11466	4648
DUSP12	425	661	954
ATF6	2895	4103	2560
OLFML2B	6698	9643	4080
NOS1AP	3727	1324	2372
RP11-565P22.6	225	595	929
C1orf226	2197	1223	1080
C1orf111	280	304	278
SH2D1B	123	177	115
UHMK1	270	349	618
UAP1	4487	4170	3027
DDR2	6325	4708	1325
HSD17B7	558	327	336
CCDC190	883	671	415
RGS4	1012	1689	1102
RGS5	897	463	636
NUF2	1015	1459	1773
PBX1	4215	4134	2753
LMX1A	349	1170	2247
RXRG	740	539	362
LRRC52	1397	1298	2237
MGST3	1065	1228	671
ALDH9A1	1544	805	564
TMCO1	4366	2216	3770
UCK2	262	585	203
FAM78B	1412	941	1048
POGK	2694	1543	2200
TADA1	6477	3646	2804
ILDR2	4039	1671	1255
MAEL	555	936	1490
GPA33	603	635	413
DUSP27	1293	2304	1084
POU2F1	1056	3039	4798
CD247	130	213	151
CREG1	3595	2846	4683
RCSD1	2223	1205	3754
MPZL1	1325	1231	1664
ADCY10	1052	2339	1925
MPC2	1099	1559	1034
DCAF6	2333	2894	1227
GPR161	186	164	143
TIPRL	392	826	994
SFT2D2	5121	8315	7266
TBX19	9591	2904	3022
XCL2	206	335	56
XCL1	5882	6188	6861
DPT	3139	1940	3092
ATP1B1	730	361	990
NME7	404	397	1056
BLZF1	808	652	468
CCDC181	211	188	65
SLC19A2	2534	3888	3480
F5	1800	1929	2245
SELP	329	760	362
C1orf112	9502	6909	2314
SELL	1270	929	2791
SELE	2349	6674	10164
METTL18	756	3026	1818
SCYL3	1028	1452	864
KIFAP3	735	1028	547
METTL11B	1993	2901	3130
GORAB	610	1236	2023
PRRX1	2918	1722	3922
MROH9	1451	1899	1346
FMO3	1729	1439	1169
FMO2	1086	1233	856
FMO1	0	0	1
FMO4	1832	1712	1042
PRRC2C	1181	1262	985
RP3-454G6.2	596	1365	2034
MYOC	274	212	141
VAMP4	203	324	188
METTL13	2225	781	2202
DNM3	90	108	31
PIGC	1406	794	2526
C1orf105	1886	2303	2225
SUCO	529	2072	1981
FASLG	977	2621	1592
TNFSF18	7794	13743	6344
TNFSF4	46	75	112
PRDX6	1668	2064	477
SLC9C2	3297	2291	1659
ANKRD45	561	486	671
RP11-360D2.1	2991	2985	997
KLHL20	2604	3728	1872
CENPL	2746	3481	1993
DARS2	527	343	404
ZBTB37	15199	7630	4126
SERPINC1	554	252	295
RC3H1	6674	9248	4501
RABGAP1L	6893	6527	6102
GPR52	518	546	542
CACYBP	41	13	13
MRPS14	3578	5282	3668
TNN	13705	10324	19415
KIAA0040	1853	1794	1293
TNR	4227	2913	2688
RFWD2	5726	7900	7702
PAPPA2	383	919	330
ASTN1	11794	7027	10181
BRINP2	902	1728	820
SEC16B	2726	4158	2274
RASAL2	1200	1536	700
LINC00083	1356	1562	1170
TEX35	8559	4339	4552
RALGPS2	2562	5500	3765
ANGPTL1	385	1196	798
FAM20B	2130	773	1602
TOR3A	4290	2864	12792
ABL2	10821	8168	5695
SOAT1	2303	3379	1657
AXDND1	2215	1905	2806
NPHS2	1672	1108	1281
TDRD5	548	654	614
FAM163A	3023	7499	7419
TOR1AIP2	256	520	549
TOR1AIP1	3415	2727	1732
CEP350	702	2042	3973
QSOX1	7354	7255	8050
LHX4	5	14	12
ACBD6	1917	1225	2760
XPR1	155	118	185
KIAA1614	1776	2602	1586
STX6	904	4476	2836
MR1	1496	2649	2130
IER5	192	142	439
CACNA1E	1336	2113	1556
ZNF648	2080	1184	1459
GLUL	978	602	1121
TEDDM1	2242	3119	3036
RGSL1	2193	4566	4041
RNASEL	205	47	173
RGS16	3295	2386	6414
RGS8	5922	3932	7657
NPL	3132	4527	5592
DHX9	9333	11153	10661
SHCBP1L	1666	1032	1419
LAMC1	805	1324	460
LAMC2	5353	7840	9113
NMNAT2	2081	4765	3572
SMG7	605	325	335
NCF2	776	493	872
ARPC5	93	160	410
RGL1	2477	1404	5450
APOBEC4	2117	1853	1876
COLGALT2	681	1534	373
TSEN15	2439	3038	1570
C1orf21	708	957	400
EDEM3	1684	777	1266
FAM129A	567	809	389
RNF2	1185	1125	1121
TRMT1L	1744	1627	2649
SWT1	1984	2009	1624
IVNS1ABP	2554	2524	1689
HMCN1	5996	13698	8114
PRG4	618	201	233
TPR	388	1274	365
C1orf27	1653	1247	2499
AL596220.1	1476	2180	3870
OCLM	1787	1196	1219
PDC	1677	1624	1086
PTGS2	934	524	1277
PLA2G4A	2770	1591	4434
BRINP3	560	464	788
RGS18	659	455	919
RGS21	298	1024	1456
RGS1	2968	3807	832
RGS13	643	372	606
RGS2	514	859	201
UCHL5	1190	1035	702
TROVE2	1116	1608	210
GLRX2	591	437	479
CDC73	734	393	778
B3GALT2	1078	2033	1344
KCNT2	2171	3470	1484
CFH	311	340	437
CFHR3	976	838	627
RP4-608O15.3	182	195	207
CFHR1	193	299	289
CFHR4	276	427	360
CFHR2	931	780	779
CFHR5	810	1505	1956
F13B	815	290	1085
ASPM	5926	2260	5454
ZBTB41	3506	1972	3889
CRB1	947	984	695
DENND1B	1910	1027	1192
C1orf53	95	137	159
LHX9	354	484	226
NEK7	1484	2109	2349
ATP6V1G3	1148	623	817
PTPRC	4665	2429	4653
NR5A2	941	775	2012
ZNF281	1488	1393	1328
KIF14	257	322	336
DDX59	1337	1526	2376
CAMSAP2	3602	5320	2985
GPR25	964	493	515
C1orf106	1567	1418	679
KIF21B	245	255	394
CACNA1S	999	1214	619
ASCL5	269	327	213
TMEM9	1584	1774	2371
IGFN1	851	439	872
PKP1	346	343	282
TNNT2	1569	4348	3712
LAD1	3339	3247	3255
TNNI1	1607	1147	1084
PHLDA3	2043	3799	2839
CSRP1	4865	1929	3582
NAV1	148	374	175
IPO9	884	1151	1336
SHISA4	2788	963	1979
LMOD1	1284	2703	2130
TIMM17A	433	124	187
RNPEP	17385	6564	5431
ELF3	2061	1139	936
GPR37L1	266	231	233
ARL8A	854	1870	1084
PTPN7	3741	2779	1137
LGR6	2655	3547	2403
UBE2T	843	917	590
PPP1R12B	1820	890	1668
SYT2	5003	3478	5577
KDM5B	4601	3102	2399
RABIF	1019	2896	2388
KLHL12	322	246	307
ADIPOR1	5333	3997	2891
CYB5R1	91	68	79
TMEM183A	1436	853	1697
PPFIA4	1728	1517	1251
MYOG	1167	903	1340
ADORA1	817	689	535
MYBPH	4900	2529	3769
CHI3L1	3131	2975	1686
CHIT1	2304	2294	3848
BTG2	74	165	143
FMOD	4466	2511	4023
PRELP	640	1173	1009
OPTC	171	165	145
ATP2B4	143	103	107
LAX1	1073	1557	1325
ZC3H11A	2995	2621	2786
ZBED6	3588	2742	2115
SNRPE	3161	4525	2668
SOX13	498	397	290
ETNK2	313	102	122
REN	2313	2867	3339
KISS1	272	632	526
GOLT1A	3290	3547	3124
PLEKHA6	1533	821	665
PPP1R15B	94	85	77
PIK3C2B	962	566	980
MDM4	1272	2098	1243
LRRN2	15326	19151	6440
NFASC	755	820	1825
CNTN2	1491	1188	791
TMEM81	3528	2909	5232
RBBP5	84	87	36
DSTYK	1757	3754	2648
TMCC2	2226	1048	960
NUAK2	12252	5381	9947
KLHDC8A	221	280	424
LEMD1	3993	2567	5851
CDK18	6384	10200	7461
MFSD4A	66	184	76
ELK4	5566	2858	3508
SLC45A3	2941	1238	2291
NUCKS1	90	50	42
RAB29	1803	1514	2507
SLC41A1	120	261	439
PM20D1	3330	4095	2300
SLC26A9	3565	3473	3801
RAB7B	3331	804	3137
CTSE	419	936	1123
C1orf186	2938	2944	2358
AVPR1B	18751	22740	21073
FAM72A	629	793	499
SRGAP2	1853	2617	1551
IKBKE	6963	11837	6919
RASSF5	2907	7595	10460
EIF2D	1244	3111	3695
DYRK3	1360	2321	699
MAPKAPK2	1183	4012	4183
IL10	1760	1721	2574
IL19	4227	3754	8375
IL20	1675	2193	3894
IL24	853	1004	1431
FCMR	5122	2742	2175
PIGR	3821	2351	1617
FCAMR	268	589	608
C1orf116	504	581	378
PFKFB2	387	378	579
YOD1	1781	1288	613
C4BPB	804	1024	577
C4BPA	3275	985	3695
CD55	8616	7734	3289
CR2	3391	1597	1990
CR1	2261	6673	1466
CR1L	3393	3779	3475
CD46	63	103	108
CD34	414	732	460
PLXNA2	7603	2901	2493
CAMK1G	2533	1502	1871
LAMB3	2448	1738	1491
G0S2	1355	1049	1694
HSD11B1	1385	1840	5083
TRAF3IP3	1829	612	1329
C1orf74	117	133	80
IRF6	2112	1705	1551
DIEXF	874	1076	449
SYT14	162	66	159
AL022397.1	2072	1145	296
SERTAD4	0	5	10
HHAT	5134	7682	6148
KCNH1	6298	4890	4186
RCOR3	885	640	956
TRAF5	6929	2119	1083
RD3	4705	4144	7754
SLC30A1	5978	9195	3357
NEK2	674	1180	1058
LPGAT1	438	611	1249
INTS7	6321	3556	4723
DTL	1150	2374	1053
PPP2R5A	6394	5907	3536
TMEM206	459	356	665
NENF	4209	3728	11656
ATF3	3595	1714	3477
FAM71A	7242	7091	6976
BATF3	6863	9001	10681
NSL1	1354	831	1093
TATDN3	823	3024	3158
SPATA45	2473	2832	1356
FLVCR1	223	219	172
VASH2	4161	4747	2176
ANGEL2	4641	4331	4644
RPS6KC1	2517	2522	1655
PROX1	1328	1564	1925
SMYD2	767	1232	757
PTPN14	6126	4511	5888
CENPF	12	14	39
KCNK2	832	1168	279
KCTD3	1156	832	610
USH2A	1990	2065	1695
ESRRG	244	126	203
GPATCH2	87	107	166
SPATA17	2052	841	1032
RRP15	568	711	903
TGFB2	1352	4889	2494
LYPLAL1	347	1398	493
ZC3H11B	1777	461	512
SLC30A10	922	839	316
EPRS	6692	8677	5300
BPNT1	905	963	561
IARS2	1874	1774	565
RAB3GAP2	8278	4994	3129
MARK1	2536	3737	3426
C1orf115	6083	9353	5212
MARC2	3612	1264	1330
MARC1	694	1104	809
HLX	511	657	580
DUSP10	849	641	1224
HHIPL2	2981	2048	1840
TAF1A	1489	790	1252
MIA3	2939	7770	3496
AIDA	478	650	302
BROX	361	443	553
FAM177B	4444	2333	5021
DISP1	409	336	396
TLR5	791	549	256
SUSD4	53	65	19
CCDC185	4021	4716	7952
CAPN8	5168	6070	1977
CAPN2	2370	2571	3545
TP53BP2	3144	1376	460
FBXO28	16	34	15
DEGS1	2200	1636	899
NVL	889	354	319
CNIH4	2152	1731	1884
WDR26	951	2807	883
CNIH3	6316	5855	5417
DNAH14	1957	760	1399
LBR	92	41	112
ENAH	2057	3112	2723
SRP9	352	321	685
EPHX1	813	510	734
TMEM63A	11340	10193	7607
LEFTY1	10852	13569	11873
RP4-559A3.7	2260	1382	1595
PYCR2	380	328	256
LEFTY2	3932	9520	3969
SDE2	3726	1907	2532
H3F3A	3022	2588	6456
ACBD3	6423	11843	2728
MIXL1	12782	14339	16151
LIN9	2246	4815	8101
PARP1	2557	1672	1507
STUM	2652	1986	3393
ITPKB	518	392	649
PSEN2	2684	2432	4443
ADCK3	3569	3790	1123
CDC42BPA	65	29	52
ZNF678	6834	4242	4308
SNAP47	4392	3893	5332
JMJD4	2203	2283	2728
PRSS38	1037	3064	2138
WNT9A	1560	1253	1225
WNT3A	20	31	45
ARF1	1030	730	1014
C1orf35	7177	6135	5311
MRPL55	3286	4689	1235
GUK1	16331	18014	13177
GJC2	448	551	854
IBA57	125	39	87
C1orf145	4078	4806	2166
OBSCN	1682	1763	2760
TRIM11	2314	3085	3263
TRIM17	284	172	264
HIST3H3	219	156	470
HIST3H2A	6727	2620	4475
HIST3H2BB	4374	9127	9395
RNF187	3092	2612	3186
RHOU	4994	4778	4001
TMEM78	684	381	1071
RAB4A	325	416	344
SPHAR	3492	2124	1830
CCSAP	12057	2885	2100
ACTA1	2361	754	1257
